Trạng thái hóa đơn,Loại hóa đơn,Số hóa đơn,Ngày hóa đơn,Mã số thuế người bán,Công ty,Địa chỉ,Link tra cứu hóa đơn,Id của hóa đơn,STT dòng hàng,Tên hàng hóa,Mã hàng hóa,Đơn vị tính,Số lượng,Đơn giá chưa thuế,Thuế suất GTGT
VALID,VALID,492,2026-02-25T07:00:00Z,2300896373,CÔNG TY TNHH VŨ GIA DENTAL LAB,"Nhà C15 , Khu nhà ở Huyền Quang, Đường Võ Cường 40, Phường Võ Cường, Tỉnh Bắc Ninh, Việt Nam",https://portal.ubot.vn/api/invoices/739bd1c2-5c4e-40a3-83ef-237b30ccfd3c/pdf/blob,739bd1c2-5c4e-40a3-83ef-237b30ccfd3c,2,[D23431]Răng nhựa (NSX: Vũ Gia Dental Lab/ Việt Nam),D23431,Chiếc,5.0,45000.0,0
VALID,VALID,492,2026-02-25T07:00:00Z,2300896373,CÔNG TY TNHH VŨ GIA DENTAL LAB,"Nhà C15 , Khu nhà ở Huyền Quang, Đường Võ Cường 40, Phường Võ Cường, Tỉnh Bắc Ninh, Việt Nam",https://portal.ubot.vn/api/invoices/739bd1c2-5c4e-40a3-83ef-237b30ccfd3c/pdf/blob,739bd1c2-5c4e-40a3-83ef-237b30ccfd3c,5,[D23111] Chụp sứ titan gắn bằng cement trên Implant (NSX: Vũ Gia Dental Lab/ Việt Nam),D23111,Chiếc,1.0,600000.0,0
VALID,VALID,492,2026-02-25T07:00:00Z,2300896373,CÔNG TY TNHH VŨ GIA DENTAL LAB,"Nhà C15 , Khu nhà ở Huyền Quang, Đường Võ Cường 40, Phường Võ Cường, Tỉnh Bắc Ninh, Việt Nam",https://portal.ubot.vn/api/invoices/739bd1c2-5c4e-40a3-83ef-237b30ccfd3c/pdf/blob,739bd1c2-5c4e-40a3-83ef-237b30ccfd3c,1,[D23421] Nền hàm nhựa dẻo toàn phần (NSX: Vũ Gia Dental Lab/ Việt Nam),D23421,Chiếc,1.0,550000.0,0
VALID,VALID,492,2026-02-25T07:00:00Z,2300896373,CÔNG TY TNHH VŨ GIA DENTAL LAB,"Nhà C15 , Khu nhà ở Huyền Quang, Đường Võ Cường 40, Phường Võ Cường, Tỉnh Bắc Ninh, Việt Nam",https://portal.ubot.vn/api/invoices/739bd1c2-5c4e-40a3-83ef-237b30ccfd3c/pdf/blob,739bd1c2-5c4e-40a3-83ef-237b30ccfd3c,4,[D23131] Chụp sứ toàn phần gắn bằng cement trên Implant (NSX: Vũ Gia Dental Lab/ Việt Nam),D23131,Chiếc,2.0,1450000.0,0
VALID,VALID,302,2026-02-24T07:00:00Z,0101841390,CÔNG TY TNHH THIẾT BỊ Y TẾ THIÊN Y,"Số 24, ngõ 68, phố Quan Nhân, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/41c1c362-205c-4225-bcc7-c4b43885c133/pdf/blob,41c1c362-205c-4225-bcc7-c4b43885c133,1,Miếng vá màng cứng tự dính cỡ 2.5cmx 2.5cm; B001470-Integra LifeSciences Corporation - Mỹ; Lot: 7373634; Date: 28/02/2027,,Cái,1.0,3100000.0,0
VALID,VALID,303,2026-02-24T07:00:00Z,0101841390,CÔNG TY TNHH THIẾT BỊ Y TẾ THIÊN Y,"Số 24, ngõ 68, phố Quan Nhân, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/3abc3d09-387c-43f4-b00e-1420a45a1946/pdf/blob,3abc3d09-387c-43f4-b00e-1420a45a1946,1,Bộ dẫn lưu ngực điều chỉnh áp lực các cỡ_D00721; Biometrix Ltd-Israel; Date: 10/2030; Lot: IL251109,,Bộ,7.0,2047619.05,5.0
VALID,VALID,303,2026-02-24T07:00:00Z,0101841390,CÔNG TY TNHH THIẾT BỊ Y TẾ THIÊN Y,"Số 24, ngõ 68, phố Quan Nhân, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/3abc3d09-387c-43f4-b00e-1420a45a1946/pdf/blob,3abc3d09-387c-43f4-b00e-1420a45a1946,3,Bộ dẫn lưu dịch não tủy ngoài_D00681; Integra NeuroSciences PR-Hoa Kỳ; Date: 31/10/2028; Lot: 7322223,,Bộ,7.0,5047619.05,5.0
VALID,VALID,303,2026-02-24T07:00:00Z,0101841390,CÔNG TY TNHH THIẾT BỊ Y TẾ THIÊN Y,"Số 24, ngõ 68, phố Quan Nhân, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/3abc3d09-387c-43f4-b00e-1420a45a1946/pdf/blob,3abc3d09-387c-43f4-b00e-1420a45a1946,5,"Dẫn lưu não thất ngoài, kèm catheter_D02331; Integra NeuroSciences PR-Hoa Kỳ; Date: 31/10/2028; Lot: 7322223",,Bộ,4.0,5047619.05,5.0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,15,Vít khóa đa hướng đường kính 3.5mm_B000162.2 (Vít khóa đa hướng đường kính 3.5mm),,Cái,9.0,468000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,5,Nẹp khóa đa hướng đầu dưới ngoài xương mác_B000171.1 (Nẹp khóa đa hướng đầu dưới ngoài xương mác),,Cái,2.0,6800000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,4,Nẹp khóa đa hướng cẳng tay_B000166.1 (Nẹp khóa đa hướng cẳng tay),,Cái,1.0,7404000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,16,Vít khóa đa hướng đường kính 3.5mm_B000166.2 (Vít khóa đa hướng đường kính 3.5mm),,Cái,13.0,468000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,11,"Vít khóa cho đinh xương đùi đường kính 5.0mm_B000158.4 (Vít khóa cho đinh xương đùi đường kính 5.0mm, loại A)",,Cái,14.0,730000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,1,"Đinh đầu trên xương đùi, rỗng (đinh gamma)_B000158.1 (Đinh đầu trên xương đùi, rỗng (Đinh gamma))",,Cái,14.0,9000000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,18,Vít khóa đa hướng đường kính 3.5mm_B000173.2 (Vít khóa đa hướng đường kính 3.5mm),,Cái,18.0,468000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,19,Vít khóa đa hướng đường kính 3.5mm_B000179.2 (Vít khóa đa hướng đường kính 3.5mm),,Cái,22.0,468000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,12,"Vít khóa cho đinh xương đùi đường kính 5.0mm_B000159.3 (Vít khóa cho đinh xương đùi đường kính 5.0mm, loại A)",,Cái,1.0,730000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,7,Nẹp khóa đa hướng đầu trên ngoài xương cánh tay_B000173.1 (Nẹp khóa đa hướng đầu trên ngoài xương cánh tay thế hệ II),,Cái,2.0,9350000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,6,Nẹp khóa đa hướng đầu ngoài xương đòn_B000182.1 (Nẹp khóa đa hướng đầu ngoài xương đòn thế hệ II),,Cái,1.0,7404000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,20,Vít khóa đa hướng đường kính 3.5mm_B000182.3 (Vít khóa đa hướng đường kính 3.5mm),,Cái,2.0,468000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,2,Đinh xương chày rỗng_B000159.1 (Đinh xương chày rỗng),,Cái,1.0,9000000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,26,Vòng đệm tương thích với vít rỗng các loại_B000185.5 (Vòng đệm tương thích với vít rỗng các loại),,Cái,3.0,430000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,22,Vít nén ép cho đinh đầu trên xương đùi_B000158.2 (Vít nén ép cho đinh đầu trên xương đùi (Đinh gamma ) loại B),,Cái,14.0,3366000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,24,Vít vỏ đường kính 3.5mm_B000166.3 (Vít vỏ đường kính 3.5mm),,Cái,2.0,306000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,23,"Vít rỗng tự khoan tự ta rô_B000185.4 (Vít rỗng tự khoan, tự ta rô)",,Cái,9.0,1950000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,13,Vít khóa đa hướng đường kính 2.4mm_B000186.2 (Vít khóa đa hướng đường kính 2.4mm),,Cái,7.0,468000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,8,Nẹp khóa đa hướng thân xương đòn_B000179.1 (Nẹp khóa đa hướng thân xương đòn),,Cái,5.0,7404000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,14,Vít khóa đa hướng đường kính 2.7mm_B000182.2 (Vít khóa đa hướng đường kính 2.7mm),,Cái,4.0,468000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,25,Vít vỏ đường kính 3.5mm_B000173.3 (Vít vỏ đường kính 3.5mm),,Cái,1.0,306000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,10,Vít chốt_B000158.3 (Vít chốt cho vít nén ép),,Cái,14.0,578000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,17,Vít khóa đa hướng đường kính 3.5mm_B000171.2 (Vít khóa đa hướng đường kính 3.5mm),,Cái,15.0,468000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,21,"Vít khóa đinh xương chày đường kính 4.2mm_B000159.2 (Vít khóa đinh xương chày đường kính 4.2mm, loại A)",,Cái,1.0,748000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,9,"Nẹp khóa mini 2.4 đầu dưới xương quay, đầu 9 lỗ_B000186.1 (Nẹp khóa mini 2.4 đầu dưới xương quay, đầu 9 lỗ)",,Cái,1.0,4675000.0,0
VALID,VALID,00000641,2026-02-25T07:00:00Z,0312894426,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,"Phòng 13.01, Tầng 13, Tháp A, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường Hòa Hưng, Thành Phố Hồ Chí Minh, Việt Nam",https://portal.ubot.vn/api/invoices/cdec0063-c7ac-4c00-8128-e08eec948376/pdf/blob,cdec0063-c7ac-4c00-8128-e08eec948376,3,Nẹp khóa đa hướng 3.5mm đầu dưới trong xương chày_B000162.1 (Nẹp khóa đa hướng 3.5 đầu dưới trong xương chày),,Cái,1.0,8500000.0,0
